acad,title,author,source,pyear,tc,ac,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
caowenxuan,"Onychostoma virgulatum, a new species of cyprinid fish (Pisces: Teleostei) from southern Anhui Province, South China","Xin, Qiang; Zhang, E.; Cao, Wen-Xuan",ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,2009,1,0.17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
caowenxuan,"Reproductive biology of Chinese minnow Hemiculterella sauvagei Warpachowski, 1888 in the Chishui River, China","Wang, J.; Liu, F.; Zhang, X.; Cao, W. -X.; Liu, H. -Z.; Gao, X.",JOURNAL OF APPLIED ICHTHYOLOGY,2014,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caowenxuan,First feeding and subsequent growth performances in piscivorous larvae of Chinese perch Siniperca chuatsi (Perciforms: Sinipercidae),"Xiong, Yuyu; Tang, Qiongying; Xin, Jianfeng; Wang, Qingyun; Zhu, Sihua; Cao, Wenxuan",ENVIRONMENTAL BIOLOGY OF FISHES,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caowenxuan,"Threatened fishes of the world: Schizothorax longibarbus Fang, 1936 (Cyprinidae)","Yan, Taiming; Cao, Wenxuan",ENVIRONMENTAL BIOLOGY OF FISHES,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caowenxuan,"Reproductive characteristics of Ancherythroculter nigrocauda, an endemic fish in the upper Yangtze River, China","Liu, Chunchi; Gao, Xin; Wang, Huanshan; Liu, Huanzhang; Cao, Wenxuan; Danley, Patrick D.",FISHERIES SCIENCE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caowenxuan,Isolation and characterization of 28 polymorphic microsatellite loci in black carp (Mylopharyngodon piceus),"Zhu, Xiufang; Zhang, Futie; Cao, Wenxuan",CONSERVATION GENETICS RESOURCES,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caowenxuan,"Effects of Environmental Factors on Natural Reproduction of the Four Major Chinese Carps in the Yangtze River, China","Li, Mingzheng; Gao, Xin; Yang, Shaorong; Duan, Zhonghua; Cao, Wenxuan; Liu, Huanzhuang",ZOOLOGICAL SCIENCE,2013,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
changwenrui,Crystal structure of spinach major light-harvesting complex at 2.72 angstrom resolution,"Liu, ZF; Yan, HC; Wang, KB; Kuang, TY; Zhang, JP; Gui, LL; An, XM; Chang, WR",NATURE,2004,691,62.82 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,78,61,85,66,75,70,67,83,56,22
changwenrui,Molecular basis of photoprotection and control of photosynthetic light-harvesting,"Pascal, AA; Liu, ZF; Broess, K; van Oort, B; van Amerongen, H; Wang, C; Horton, P; Robert, B; Chang, WR; Ruban, A",NATURE,2005,272,27.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,44,29,30,43,29,38,24,9
changwenrui,Crystal structure of R-phycoerythrin from Polysiphonia urceolata at 2.8 angstrom resolution,"Chang, WR; Jiang, T; Wan, ZL; Zhang, JP; Yang, ZX; Liang, DC",JOURNAL OF MOLECULAR BIOLOGY,1996,83,4.37 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,6,8,2,8,5,7,1,8,1,4,5,5,3,4,1
changwenrui,Structural insights into energy regulation of light-harvesting complex CP29 from spinach,"Pan, Xiaowei; Li, Mei; Wan, Tao; Wang, Longfei; Jia, Chenjun; Hou, Zhiqiang; Zhao, Xuelin; Zhang, Jiping; Chang, Wenrui",NATURE STRUCTURAL & MOLECULAR BIOLOGY,2011,46,11.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,15,6
changwenrui,"Crystal structure of brain pyridoxal kinase, a novel member of the ribokinase superfamily","Li, MH; Kwok, F; Chang, WR; Lau, CK; Zhang, JP; Lo, SCL; Jiang, T; Liang, DC",JOURNAL OF BIOLOGICAL CHEMISTRY,2002,46,3.54 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,9,5,3,4,1,3,5,1,1
changwenrui,Crystal structure of pyridoxal kinase in complex with roscovitine and derivatives,"Tang, L; Li, MH; Cao, P; Wang, F; Chang, WR; Bach, S; Reinhardt, J; Ferandin, Y; Galons, H; Wan, YQ; Gray, N; Meijer, L; Jiang, T; Liang, DC",JOURNAL OF BIOLOGICAL CHEMISTRY,2005,32,3.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,3,5,4,4,1,0
changwenrui,Structure of C-phycocyanin from Spirulina platensis at 2.2 angstrom resolution: a novel monoclinic crystal form for phycobiliproteins in phycobilisomes,"Wang, XQ; Li, LN; Chang, WR; Zhang, JP; Gui, LL; Guo, BJ; Liang, DC",ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,2001,29,2.07 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,1,6,3,1,2,3,3,1,0
changwenrui,Crystal structure of earthworm fibrinolytic enzyme component A: Revealing the structural determinants of its dual fibrinolytic activity,"Tang, Y; Liang, DC; Jiang, T; Zhang, JP; Gui, LL; Chang, WR",JOURNAL OF MOLECULAR BIOLOGY,2002,26,2.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,5,1,0,3,4,0,3,0
changwenrui,Two lutein molecules in LHCII have different conformations and functions: Insights into the molecular mechanism of thermal dissipation in plants,"Yan, Hanchi; Zhang, Pingfeng; Wang, Chao; Liu, Zhenfeng; Chang, Wenrui",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,2007,25,3.13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,2,1,6,2,0
changwenrui,Crystal structure of human sulfotransferase SULT1A3 in complex with dopamine and 3 '-phosphoadenosine 5 '-phosphate,"Lu, JH; Li, HT; Liu, MC; Zhang, JP; Li, M; An, XM; Chang, WR",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,2005,25,2.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,3,3,4,5,0
changwenrui,"Purification, characterization and crystallization of a group of earthworm fibrinolytic enzymes from Eisenia fetida","Wang, F; Wang, C; Li, M; Gui, LL; Zhang, JP; Chang, WR",BIOTECHNOLOGY LETTERS,2003,25,2.08 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,4,0,2,3,1,8,0
changwenrui,A PROPOSED INTERACTION-MODEL OF THE INSULIN MOLECULE WITH ITS RECEPTOR,"LIANG, DC; CHANG, WR; WAN, ZL",BIOPHYSICAL CHEMISTRY,1994,23,1.10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,1,1,1,1,0,1,0,2,3,1,0,1,0,0
changwenrui,"Crystal structure of earthworm fibrinolytic enzyme component B: a novel, glycosylated two-chained trypsin","Wang, F; Wang, C; Li, M; Zhang, JP; Gui, LL; An, XM; Chang, WR",JOURNAL OF MOLECULAR BIOLOGY,2005,22,2.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,1,3,3,4,0
changwenrui,THE POSSIBLE MECHANISM OF BINDING INTERACTION OF INSULIN MOLECULE WITH ITS RECEPTOR,"LIANG, DC; CHANG, WR; ZHANG, JP; WAN, ZL",SCIENCE IN CHINA SERIES B-CHEMISTRY,1992,22,0.96 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,3,3,2,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0
changwenrui,Crystal structure of R-phycocyanin and possible energy transfer pathways in the phycobilisome,"Jiang, T; Zhang, JP; Chang, WR; Liang, DC",BIOPHYSICAL JOURNAL,2001,19,1.36 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,4,1,1,2,1,1,0,1
changwenrui,Crystal structure of desheptapeptide(B24-B30)insulin at 1.6 angstrom resolution: Implications for receptor binding,"Bao, SJ; Xie, DL; Zhang, JP; Chang, WR; Liang, DC",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,1997,19,1.06 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,2,1,2,0,0,1,1,1,0,0,0
changwenrui,Conformational changes in the reaction of pyridoxal kinase,"Li, MH; Kwok, F; Chang, WR; Liu, SQ; Lo, SCL; Zhang, JP; Jiang, T; Liang, DC",JOURNAL OF BIOLOGICAL CHEMISTRY,2004,18,1.64 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,0,0,2,2,1,1
changwenrui,REFINEMENT OF THE CRYSTAL-STRUCTURE OF INSULIN AT 1.2A RESOLUTION,"CHANG, WR; STUART, D; DAI, JB; TODD, R; ZHANG, JP; XIE, DL; KUANG, B; LIANG, DC",SCIENTIA SINICA SERIES B-CHEMICAL BIOLOGICAL AGRICULTURAL MEDICAL & EARTH SCIENCES,1986,17,0.59 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,1,1,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
changwenrui,Crystal structure studies on rubrerythrin: enzymatic activity in relation to the zinc movement,"Li, M; Liu, MY; Le Gall, J; Gui, LL; Liao, J; Jiang, T; Zhang, JP; Liang, DC; Chang, WR",JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,2003,15,1.25 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,1,1,0,1,1,0
changwenrui,Structural basis for thermostability of beta-glycosidase from the thermophilic eubacterium Thermus nonproteolyticus HG102,"Wang, XQ; He, XY; Yang, SJ; An, XM; Chang, WR; Liang, DC",JOURNAL OF BACTERIOLOGY,2003,14,1.17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,1,1,1,1
changwenrui,Crystal structures and site-directed mutagenesis of a mycothiol-dependent enzyme reveal a novel folding and molecular basis for mycothiol-mediated maleylpyruvate isomerization,"Wang, Rui; Yin, Ya-Jie; Wang, Feng; Li, Mei; Feng, Jie; Zhang, Hong-Mei; Zhang, Ji-Ping; Liu, Shuang-Jiang; Chang, Wen-Rui",JOURNAL OF BIOLOGICAL CHEMISTRY,2007,12,1.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,2,1,0
changwenrui,Crystallization and preliminary X-ray analysis of earthworm fibrinolytic enzyme component A from Eisenia fetida,"Tang, Y; Zhang, JP; Gui, LL; Wu, C; Fan, R; Chang, WR; Liang, DC",ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,2000,11,0.73 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,0,0,0,0,0,0,0,1,0
changwenrui,Structure of potato calmodulin PCM6: the first report of the three-dimensional structure of a plant calmodulin,"Yun, CH; Bai, J; Sun, DY; Cui, DF; Chang, WR; Liang, DC",ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,2004,9,0.82 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,2,0
changwenrui,Crystal structure studies on sulfur oxygenase reductase from Acidianus tengchongensis,"Li, Mei; Chen, Zhiwei; Zhang, Pingfeng; Pan, Xiaowei; Jiang, Chengying; An, Xiaomin; Liu, Shuangjiang; Chang, Wenrui",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,2008,8,1.14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,0
changwenrui,Crystal structure study on human S100A13 at 2.0 angstrom resolution,"Li, Mei; Zhang, Ping-Feng; Pan, Xiao-Wei; Chang, Wen-Rui",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,2007,7,0.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0
changwenrui,1.88 angstrom crystal structure of the C domain of hCyP33: A novel domain of peptidyl-prolyl cis-trans isomerase,"Wang, T; Yun, CH; Gu, SY; Chang, WR; Liang, DC",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,2005,7,0.70 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0
changwenrui,"Three-dimensional structure of manganese superoxide dismutase from Bacillus halodenitrificans, a component of the so-called green protein","Liao, J; Liu, MH; Chang, TS; Li, M; Le Gall, J; Gui, LL; Zhang, JP; Jiang, T; Liang, DC; Chang, WR",JOURNAL OF STRUCTURAL BIOLOGY,2002,7,0.54 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,2
changwenrui,THE CHARACTERISTICS AND MOTION MODEL OF INSULIN MONOMER,"LIANG, DC; CHANG, WR; WANG, DC; ZHANG, JP",SCIENCE IN CHINA SERIES B-CHEMISTRY,1992,7,0.30 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
changwenrui,REFINED CRYSTAL-STRUCTURE OF INSULIN AT 1.8A RESOLUTION - CRYSTALLOGRAPHIC REFINEMENT,"WANG, DC; CHANG, WR; DAI, JB",SCIENTIA SINICA SERIES B-CHEMICAL BIOLOGICAL AGRICULTURAL MEDICAL & EARTH SCIENCES,1982,7,0.21 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
changwenrui,Crystal structures of SULT1A2 and SULT1A1*3: Insights into the substrate inhibition and the role of Tyr149 in SULT1A2,"Lu, Jinghua; Li, Haitao; Zhang, Jiping; Li, Mei; Liu, Ming-Yih; An, Xiaomin; Liu, Ming-Cheh; Chang, Wenrui",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,2010,6,1.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0
changwenrui,"Crystal structure of KD93, a novel protein expressed in human hematopoietic stem/progenitor cells","Liu, JF; Wang, XQ; Wang, ZX; Chen, JR; Jiang, T; An, XM; Chang, WR; Liang, DC",JOURNAL OF STRUCTURAL BIOLOGY,2004,6,0.55 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1
changwenrui,Crystallization and preliminary crystallographic analysis of manganese superoxide dismutase from Bacillus halodenitrificans,"Liao, J; Li, M; Liu, MY; Chang, T; Le Gall, J; Gui, LL; Zhang, JP; Liang, DC; Chang, WR",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,2002,6,0.46 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0
changwenrui,Structure of monomeric porcine DesB1-B2 despentapeptide (B26-B30) insulin at 1.65 angstrom resolution,"Diao, JS; Wan, ZL; Chang, WR; Liang, DC",ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,1997,6,0.33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0
